,string,valid
11054,BPVPXTTTVPXTTVPXTTTTVPSE,1
11055,BPSSSSSSSSXPXSXPXSSXPSE,0
11056,BTTVXXPXSSSXPSE,0
11057,BTTTTTTTTTTTVXXPSE,0
11058,BOCCAFUAFUAFUAFUAFUADE,0
11059,BMOOOOOOOQUVZUWWWVYE,0
11060,BADFHJJJILHJJJJILHJIKE,0
11061,BOCCCAFUAFUAFUCADE,0
11062,BCILHJILHJJJIKE,0
11063,BMOOOOOQUWVZUVZRE,0
11064,BPVXPTTTTTTTTTVSE,0
11065,BTXXTTTVPXTTTTVPXVPXVPSE,1
11066,BQMNUCCCCAFUAFUAFRE,0
11067,BMOOQUWWWWWWVZUVYE,0
11068,BPXXTVPXTVPXVPXVPXTVPSE,0
11069,BTXXTTTTTVPXVPXTTTTVPSE,1
11070,BTVXXPXSSXPXXPXSSXVE,0
11071,BMOQUAFUCCCADE,0
11072,BTSXTPXVTPXTPXVTVE,0
11073,BTSSSXPTVXPVXPVXVE,0
11074,BMOQUWWWWWVZUWVYE,0
11075,BTTTTVXXPXSXVE,0
11076,BADDFHJJJILHJJIKE,0
11077,BPTTVPXVPXTVPXVVE,1
11078,BTSXXTTTVPXVPXVPXTTTVPXTTTVVE,1
11079,BTSSSSSSSXVE,0
11080,BMQUVZUWVZUVZUVZRE,0
11081,BPTTTTTTTVPXTTTTTVPSE,1
11082,BQMMMMMMMMNUADE,0
11083,BADDDFHJILHJJJJJJIKE,0
11084,BTSSXXTVPXVPXTVPXTTTTVPXVVE,1
11085,BMOOOOOQUCCCAFUCCAFUADE,0
11086,BMQUCAFUCCCCAFUAFRE,0
11087,BMOQUWWVZUVZUWVZRE,0
11088,BTXPVXPTTVXVE,0
11089,BTTVXSXPXSXPXXPSE,0
11090,BMQUWWVZUVZUWWWVZRE,0
11091,BPTVPXTTTVPXVPXTTVPXVPXTVPSE,1
11092,BMOOOOQUCCCAFRE,0
11093,BNCAFUCCCCCCCCCCCCCADE,0
11094,BTSXPTTTTTTVSE,0
11095,BADDDFHJILHJILGE,0
11096,BTXXTVPXTTVPXVPXVPXTVVE,1
11097,BTSXXVPXTVPXTVPXTTVPXVPXTTTVVE,1
11098,BTXXTTTTVPXTVPSE,1
11099,BQMMMNUCAFUAFUCCCAFUADE,0
11100,BPTVPXTTVPXVPXVVE,1
11101,BMOQUVZUWVZUWWWWWWVYE,0
11102,BTTTTTVPXVVE,0
11103,BTSXXTVPXTTTTTTTVPXTVPSE,1
11104,BMOQUVZUWWVZUWWWWWWWVZUVZUVZUVZUVZRE,0
11105,BTSSSXXTTTVPXTVPXVVE,1
11106,BTVPXTTVPXVPXTVVE,0
11107,BMOOOOOQUVZUVZUVZRE,0
11108,BTSXXTTTTTTVPXVPXTVPXVPSE,1
11109,BTSSXXTTTVPXTTTVPXTVPSE,1
11110,BADFHJJJJJILHJILHJILHJJILHILHILGE,0
11111,BPTTVPXVPXVPXVPXVPXTTVPSE,1
11112,BAFHJILHILHJJILHILGE,0
11113,BPSXXTTVPXVVE,0
11114,BMQUWVZUWVZUVZUWWWVZRE,0
11115,BTSXXTTVPXVPXTTTTVPXVPSE,1
11116,BTSSSSSXXTTTTTTTTVPXTVPSE,1
11117,BTSXXTTTVPXTTVPXTVPXVVE,1
11118,BPTTTTTVPXTTTVPXTTTTTVVE,1
11119,BADDDDDDDFHILHILGE,0
11120,BTSSSSXXVPXTTTTVPXVPSE,1
11121,BNWWVZUWVZRE,0
11122,BPTVPXVPXTVPXTTTTVPXTTTTVVE,1
11123,BPXXTTVPXTVPXVPXVPSE,0
11124,BQMMNUCCCAFUCCCADE,0
11125,BTSXXTVPXTVPXTVPXVPSE,1
11126,BTSXXTVPXTVPXTVVE,1
11127,BTTTTVXSXPXXPXSXPSE,0
11128,BPTTTVPXVPXVPXVPXTVPXTVVE,1
11129,BTXPTVXPTVSE,0
11130,BTXXTVPXVPXTVPXVPXVVE,1
11131,BTSSSXXTVPXVPXVPXTTVPSE,1
11132,BTSSSSSSSSSSXXTTTVPXTVPXTTTVVE,1
11133,BPVPXTVPXTTTTTTTVPXTVVE,1
11134,BNAFUAFUAFUAFUCADE,0
11135,BPTTTTTVPXTTTTTTVPXVVE,1
11136,BTXXTTTTTTTTVPXTVPXTTVPXTTVVE,1
11137,BPVXPTVXPTTTTTTTVXPVXPTVSE,0
11138,BADDDFHJILHJILHJIKE,0
11139,BMOQUCCCCCCCADE,0
11140,BTXXTVPXVPXVPXTTTTTTTVPXVVE,1
11141,BNCCAFUAFUCAFUCCAFUCADE,0
11142,BTSXXTTTTTTVPXTVPXVPXVPXTVVE,1
11143,BTVXSSSSXPXSXPXSSXPXXVE,0
11144,BQNUCAFUAFUAFUAFRE,0
11145,BTXXVPXTVPXTVPXTTTVPXTVPXTVPXVPSE,1
11146,BAFHJILHJILGE,0
11147,BNAFUCAFUAFUCADE,0
11148,BTXXTTTTTVPXTTTTTTTTTVPSE,1
11149,BTSSSSSSXXTTTVPXTTTVVE,1
11150,BTSSSXXTTTVPXTTTTTVPSE,1
11151,BNWWWWVZUWWVZUVYE,0
11152,BCJJILHILHJILGE,0
11153,BTXXTVPXVPXTVPXTVPSE,1
11154,BTTTTTVXXPXSXPXSSSXPXSXVE,0
11155,BTXXTVPXVPXTTTTVPXTVVE,1
11156,BMQUWVZUWVZUWVZUWWVZUVZRE,0
11157,BTTTTTTVXSXPXXVE,0
11158,BMOOOQUWVZUWWWWWVYE,0
11159,BPTVPXTVPXTTTTVPXTVPSE,1
11160,BTSSSSSXXTVPXVPXTTTVPSE,1
11161,BPTTTVPXTTVPXTVPXTTTTTTTTTVPSE,1
11162,BAFHILHILHJJJJJJILGE,0
11163,BPVTPXTPXVVVVTVE,0
11164,BTXPTTVXPTTTTTTVSE,0
11165,BTSSSSSXXTVPXVPXVPXTTTVVE,1
11166,BPVPXTTTTTTTVPXVVE,1
11167,BPTTTTTTTVPXVPXVPXTVVE,1
11168,BTTTTTVXXPXSSXPXSXPSE,0
11169,BPXPXSSSSXPXXVE,0
11170,BAFHJJJJJJILHILGE,0
11171,BNWWWWWWWWWWVZUWVZUVYE,0
11172,BNCAFUAFUCCCCCCADE,0
11173,BTSSXXTVPXTTTTTTTTTVVE,1
11174,BTXXTTTTTTTTTTTTTTTVVE,1
11175,BPVPXTVPXTVPXVPXTTTVPXTVVE,1
11176,BPTTTTTVPXTTTTTVPXTTTTVVE,1
11177,BTSSSSSSSSSXXTTTTVPXVVE,1
11178,BPTVPXTVPXTTTVPXVPXVVE,1
11179,BTTTTTTTTVXSSSXPXXVE,0
11180,BTSXXTTTVPXVPXTTTVPXTTTVPXTTVVE,1
11181,BTXPVXPTTTTVXVE,0
11182,BPSSXXVPXTVPXVPXTTTVPSE,0
11183,BPVPXTTTTTTTVPXTTTVPSE,1
11184,BPTTTTTTVPXTTTVPXVPXTTTVVE,1
11185,BMQUWVZUVZUWWWWWVZRE,0
11186,BPTPXVVVVTPXVTPXVVTPXVVVVVVVVVTVE,0
11187,BPTTTVPXVPXTVPXTTVPXTVVE,1
11188,BPVPXVPXTTTTTTTTTTTVPSE,1
11189,BMOQUVZUWWWVZUVZUWVYE,0
11190,BTTVPXVPXTVPXTTTTVVE,0
11191,BTXXTTTTTVPXTVVE,1
11192,BCILHJJJJJJILHJIKE,0
11193,BPSSSXPXSSSXPXSXVE,0
11194,BTSXXTVPXTTTVPXTTVPSE,1
11195,BNAFUAFUCAFUCAFRE,0
11196,BTSXPTVXPTTTTTVSE,0
11197,BPSSXPXXPXXPXSSXPXSSSSXVE,0
11198,BTXXTTTVPXTTTVPXVPXVVE,1
11199,BPTVPXTVPXVPXVPXTTVPSE,1
11200,BNAFUCCCCCCAFUCCCCAFUCADE,0
11201,BTXXTTTTTVPXVPXTVPXVVE,1
11202,BPTTTVPXTVPXVPXTTVPSE,1
11203,BTSXXVPXTVPXTTTTTTTVPSE,1
11204,BTXXVPXTVPXTVPXVPSE,1
11205,BADFHILHJILHJJILHILHJIKE,0
11206,BTSXXVPXTTTTVPXVPXTTTTTTVPSE,1
11207,BPTVPXVPXVPXVPXTTTTVPSE,1
11208,BPXXTTTTTTVVE,0
11209,BPVPXTTVPXTTTVPSE,1
11210,BTSSSSSSXXTVPXVPSE,1
11211,BPTTTTTVPXTTTTVPXTTVPSE,1
11212,BTSXXTTVPXTVPXTVPXVVE,1
11213,BTXXVPXTVPXTVPXTTTVVE,1
11214,BMQUCCCCAFUAFUCAFRE,0
11215,BPTTTTTTTVPXVPXTVPXVPSE,1
11216,BTSSXXTTTTTTVPXVPXTTTTTTVVE,1
11217,BTSSXXVPXTVPXVPXTTTTVPXTVVE,1
11218,BCILHILHJJILHJIKE,0
11219,BMQUWVZUWWVZUWWVYE,0
11220,BPTVPXVPXTVPXVPXTTTTTVPSE,1
11221,BTSXXTTVPXVPXVPXTVPSE,1
11222,BNAFUCCCCCCAFUCCCCCADE,0
11223,BTSXXTVPXVPXVPXVPXTTTVPSE,1
11224,BTSXXTTTTTTTTTTTTTTTVPSE,1
11225,BTSXXVPXTVPXTTTVPXVPSE,1
11226,BTXXTTTTVPXVPXVPXVPXVVE,1
11227,BMOQUVZUWWWWWVYE,0
11228,BPTTTVPXTTTTTTTTTTTVPXVVE,1
11229,BTSSXXTTTVPXVPXTVPXTTVVE,1
11230,BMOOQUAFUAFUCAFRE,0
11231,BTXXVPXVPXVPXTTVPXTTTVPXVVE,1
11232,BTSSSSXXVPXVPXVPXTTTTTTTTTTVPSE,1
11233,BPXPXSSSSSSXPXSSXPSE,0
11234,BPVPXTTTVPXTVPXTTVPXTVPXTTVVE,1
11235,BPXPXXPXXPXSSSXPXXVE,0
11236,BPVTPXVVTVE,0
11237,BMOOOOOOQUCAFUADE,0
11238,BMQUWWVZUVYE,0
11239,BTSSXXTTVPXTTTTVVE,1
11240,BNCAFUAFUAFUCCCADE,0
11241,BMOOOOOOOOQUWWWVZRE,0
11242,BTSSSSXXTTTTTTVPXVPXTVPSE,1
11243,BPTVPXTTTTVPXTTTTVVE,1
11244,BTSXXVPXVPXVPXTTTTTVPSE,1
11245,BTSXPTVXPTVXPVXVE,0
11246,BTVXXPXSSSXPXSSSXPSE,0
11247,BTSXXVPXTVPXVVE,1
11248,BTXXTVPXTTTTVPXTTVPXTTTVVE,1
11249,BPTVPXTTTTTTTVPXVPXVPXTTVVE,1
11250,BPSSXPXXPXXPXSXPXSXPSE,0
11251,BTSSSSSSSSSXXTVPXTVPXTVVE,1
11252,BTSSSXXTVPXTTVPXTVPXTTTTVVE,1
11253,BTTVPXTVPXVVE,0
11254,BMQUWWWVZUWWWWVZUWVZRE,0
11255,BMOOQUAFUCCAFUCCCAFRE,0
11256,BPTVPXTTTTVPXTTTTVPXVVE,1
11257,BTVXSXPXSXPXSSXPXXPXSXPSE,0
11258,BPVPXTTVPXVPXTTTTTTVPSE,1
11259,BTSXXTTTTTTTTTTTTTTVPSE,1
11260,BAFHILHJJILHJJJJJILHIKE,0
11261,BADFHILHJILHILHJJIKE,0
11262,BPTTTVPXVPXVPXTTTVPSE,1
11263,BNAFUCCCCCCCAFUCCCAFUAFRE,0
11264,BTSSXXTTVPXTTTTVPXTVPXTTTVPSE,1
11265,BTXXTTVPXTTTTTVPXVPXTTVVE,1
11266,BTXXVPXTTVPXTTTTVPXTVPXVVE,1
11267,BTSSSXXVPXTTTTTTTTVPXTVPXTTTTTTTTTVPXTTTTTVVE,1
11268,BPTVXPTVXVE,0
11269,BPTVPXTTTVPXVPXTTVPXTVPXTVPXVPSE,1
11270,BTSSXXTTTTTTVPXTTTTVVE,1
11271,BTSSSXXTVPXTTVPXTTTTTVPXTTVPSE,1
11272,BPTTTTTTTTVPXVPXTVVE,1
11273,BNWWWVZUVZUWWWVZUWVYE,0
11274,BQMMNUCAFUCCCCADE,0
11275,BTTTVXSXPXSXPXSSSSSSSXVE,0
11276,BTXXTTTVPXTTTTTTVVE,1
11277,BPVPXTTTTTVPXVPXTVPXTVPSE,1
11278,BPTTTTTTTVPXTVPSE,1
11279,BPVPXTTTTVPXTTTTTVPSE,1
11280,BTSXXVPXVPXTTTTVVE,1
11281,BPVXPVXPTTTVXVE,0
11282,BMQUVZUWWVZUVZUVZRE,0
11283,BTTTVXSXPXXPSE,0
11284,BTXXVPXVPXTTTTTVVE,1
11285,BMQUCCCCCAFUCAFUCAFRE,0
11286,BPTVPXVPXVPXTTVPXVPSE,1
11287,BPVPXTTVPXTVPXVPXTVVE,1
11288,BPTTTVPXVPXTTVPXVPXTTVPXTTTTVPSE,1
11289,BTXXTTTVPXTVPXTTTTTTTTVVE,1
11290,BTSSXXTTVPXTTTTTTVPXTVPXVVE,1
11291,BNCCAFUCAFUCCCAFRE,0
11292,BCJJJJILHJILHJILHIKE,0
11293,BQMMMMMNUCAFUAFUADE,0
11294,BMOQUCCCCAFUCCADE,0
11295,BOCCCAFUCAFUAFUAFRE,0
11296,BPTTVPXVPXVPXTTVPXTTVVE,1
11297,BTTTTTTVXXPXXPXXPSE,0
11298,BMOQUWWVZUVZUWWVZRE,0
11299,BTSSXPTTTTTTVXVE,0
11300,BPVPXVPXTVPXTTVPXVPXTTVVE,1
11301,BMQUCCCAFUAFRE,0
11302,BPSSSSSXXTTTTVVE,0
11303,BPTTTVPXTVPXTTTTVPXTVPSE,1
11304,BPVPXTTVPXTTTTVPXTTTTTVPSE,1
11305,BTSSSXXVPXTTTTTTVPSE,1
11306,BTSXXVPXTVPXTVPXVPXTTVPXVVE,1
11307,BPSSSSSSSXXTTVPSE,0
11308,BTXXVPXTTTVPXTVPSE,1
11309,BNAFUCAFUCCCAFRE,0
11310,BPVPXTTTTTTVPXTTVPXTVPXTVPSE,1
11311,BPTPXVVVTPXTVE,0
11312,BTSSSSSSSXXTTTTVPXVPSE,1
11313,BNCCAFUAFUAFUAFRE,0
11314,BTSXXTVPXVPXTVPXTTVPXVVE,1
11315,BTSXPTVXPVXPVSE,0
11316,BPTTVPXTTTVPXTVPXVPSE,1
11317,BCJJJJJILHJILHJILGE,0
11318,BTSXXVPXVPXVPXTVPXTTVPXVPXVVE,1
11319,BPTVPXTVPXTTTTVPXTTVPXTTVVE,1
11320,BOCCCCCCCCCCCCADE,0
11321,BMOOOOOOQUCCCCCCADE,0
11322,BTXXTTTTTTTVPXTTVPXVVE,1
11323,BTXXVPXTVPXTVPXTTVPXTTVPXTTVVE,1
11324,BPTVPXTTTVPXTVPXVPSE,1
11325,BPVXPVXPTVSE,0
11326,BNAFUAFUAFUCCCAFUADE,0
11327,BQMMNUCCCCCCAFUCAFUCCCADE,0
11328,BNVZUVZUWWWWWWVYE,0
11329,BPTTTTTTTTVPXTTTTTVPXTTVVE,1
11330,BTSSXXTVPXVPXVPXTTVPXVPSE,1
11331,BOCCCAFUAFUAFUCCCCCCCCCADE,0
11332,BTSSSSXXTTVPXTVPSE,1
11333,BCJJJJJILHJJJJJJJJILHILGE,0
11334,BTXXSXVVVVVVTPSE,0
11335,BPTTTTTTTVPXTTTVPXVPXVPSE,1
11336,BTTTTVPXTTTVPXTVPXVPSE,0
11337,BTTTTVPXVPXTVPXVPSE,0
11338,BPSXXVPXTTVVE,0
11339,BTXXTVPXTTTTTTTTVPXVPXTVVE,1
11340,BTXXTTVPXVPXTTVPXTVVE,1
11341,BCJJJILHJILHJJJJILGE,0
11342,BCILHJILHJJJJJJILHJILGE,0
11343,BMOOQUAFUCAFUAFRE,0
11344,BPVPXTTVPXTVPXTVPXVPXTTTTTTTTVVE,1
11345,BTSSXXTTTTTTTVPXTTVPXTVPXVVE,1
11346,BPVPXTTTVPXTVPXVPXTVPSE,1
11347,BPTTVPXTTVPXTTTTVPXTVPXVVE,1
11348,BPTTTVPXVPXTVPXTTTTVPSE,1
11349,BNAFUCAFUAFUCCAFUCAFRE,0
11350,BTSSSXXVPXVPXVPXVPXVPSE,1
11351,BTSXXVPXTTVPXVPXTVVE,1
11352,BTSXXTTVPXVPXVPXVPXTTVPXVVE,1
11353,BPVPXTTTTTTVPXTTVVE,1
11354,BPTVPXVPXTTVPXTVPXTTVVE,1
11355,BTSSSSSXXTTTVPXTTTTVPSE,1
11356,BMOQUWWWVZUWWVYE,0
11357,BNWWWWWWWWWWVZUWVYE,0
11358,BTSSSSSXXTVPXTTVPXVPXVVE,1
11359,BTVXSSXPXSSXPXSSSXVE,0
11360,BTSXXTTTTTVPXTVPXVVE,1
11361,BNWWWVZUVZUVZUWVZUWWVYE,0
11362,BOCAFUCCCCCCAFUCAFRE,0
11363,BTSSXXTTTTTVPXTTTVPXVPXVPXVVE,1
11364,BMOQUCAFUAFUCAFUADE,0
11365,BTXXTVPXTVPXVPXVVE,1
11366,BTSSSSSXXVPXTTVPXTTTVPSE,1
11367,BPTTTVPXVPXTVVE,1
11368,BPTTTTVPXTVPXVPXTTTTVVE,1
11369,BTTVXSXPXSSXPXXPXXPSE,0
11370,BTVPXTTVPXVVE,0
11371,BTSSSSSSSXXTVPXTTVVE,1
11372,BPTTTTTVXVE,0
11373,BNWVZUVZUWWWVZUWVZUWWWWWWWVYE,0
11374,BMOOOOOOQUCAFRE,0
11375,BPTTTTVPXVPXVPXTTVPSE,1
11376,BPSSXPXSXVE,0
11377,BQNUCAFUCCAFUADE,0
11378,BADFHILHILHILHILGE,0
11379,BTSSSXXTTTTTTTTTTVPXVPSE,1
11380,BTSXXTTVPXVPXTVPXTTTVVE,1
11381,BTSSSXXTTTTVPXTTTTTTVPSE,1
11382,BTSSSXXVPXVPXTVPSE,1
11383,BTXXTVPXTTTTVPXTVPXVPXTTTTTTTVPSE,1
11384,BTSSXXVPXTTTTVPXTTTVPSE,1
11385,BADFHJJJJJILHJJIKE,0
11386,BTSSXXTTTTTTTTTVPXTVPXTTVVE,1
11387,BPTTTTTTTTVPXTVPXTTVPSE,1
11388,BPTTTTTTTVPXTVPXTTTVVE,1
11389,BTVPXVPXTTVPXVPXTVPSE,0
11390,BTXXTTVPXVPXTTVVE,1
11391,BAFHJJJJJJJJJJJJJIKE,0
11392,BPTTVPXTTVPXTTVPXVVE,1
11393,BADFHILHJJJJJJJJJJILHJILHJJJJIKE,0
11394,BADFHILHJJJILHJIKE,0
11395,BTSSXXVPXTVPXVPXTVPSE,1
11396,BPTVPXVPXVPXTVPXTTVPSE,1
11397,BPSXXVPXVPXTVVE,0
11398,BMOOOOQUCCAFRE,0
11399,BTSXXVPXTTVPXTVPXTTVPSE,1
11400,BTVXSSSXPXXPXXPXSXPXXPSE,0
11401,BTTTTTTTVXSSSSSSSSXPXSSSSSXPXSXVE,0
11402,BCJJILHILGE,0
11403,BNWVZUVZUWWWWWVZUVZUVYE,0
11404,BTXXTVPXVPXTVPXTTVPXVVE,1
11405,BTSSSSXXTTVPXVPXTTTTVVE,1
11406,BPVPXVPXTTTTTVPXTTTVPXVPXVPXVPSE,1
11407,BADDDDDDFHJILHJJJJILHJJILGE,0
11408,BPTPXTPXTPXTVE,0
11409,BPTTTVPXTTTVPXVPXVPXTVPSE,1
11410,BPTVPXTTVPXVPXVPXTVPXTVVE,1
11411,BMOOOOOOOOOQUVZRE,0
11412,BPXXVPXTTTTTVVE,0
11413,BMQUWWWVZUVZUWWVYE,0
11414,BPVPXTTVPXTTTTVPXTTTVVE,1
11415,BTVXXPXSSSSSXPXSXPXXPSE,0
11416,BNWWWWVZUWWWWVZUVYE,0
11417,BQNUAFUCCAFUAFUCCCADE,0
11418,BTSSSSSSSXXTTTTTTTVPSE,1
11419,BAFHJJJILHILGE,0
11420,BPVPXTTTTTTVPXVPXTTTVVE,1
11421,BTSSXPTTTTTVXVE,0
11422,BTSXXTVPXTTVPXTTTTTTVPXTTVPSE,1
11423,BPTTTVPXTTTTTVPXTTTTVPSE,1
11424,BNCAFUCAFUCAFRE,0
11425,BTXPTVXPVXPVXPTVXVE,0
11426,BTSSXXTVPXVPXVPXVPXTTTVVE,1
11427,BQNUCCCCAFUCCCADE,0
11428,BTSSSXPVXPTTVXPVSE,0
11429,BPTVPXTTVPXVPXTVPXTTTTVPXVVE,1
11430,BTSSSXPVXPTVXPVXPTTVXPTVXVE,0
11431,BTSXXTVPXTVPXTTTTTVVE,1
11432,BTSXXVPXTTTTTVPXTTTVVE,1
11433,BPVVVVVVTPXVVTPXVVVVVVTPXVTVE,0
11434,BQMMMMMMNUAFUAFUCAFRE,0
11435,BPVVTPXVVVVVTVE,0
11436,BPTTTTTTVPXVPXTTTTTTTVVE,1
11437,BPTTVPXTTTTVPXVPXTTTTVPSE,1
11438,BTSSXPTVXPTTTTVXVE,0
11439,BPTTTTTTTTVPXTTTTTTTVPXTVPSE,1
11440,BPTVPXTTVPXTVPXTTTVVE,1
11441,BPTTTTTTVPXTVPXVPXVVE,1
11442,BPSSSSXPXXPXXPXSSSXVE,0
11443,BPVPXTVPXVPXVPXTVPXVPXTVVE,1
11444,BTTTVPXTTTTVPXVVE,0
11445,BTSSSXPTTTVXPTVSE,0
11446,BPVPXVPXVPXVPXVPXTVPXTTVPXVVE,1
11447,BPVPXVPXVPXTVPXTVPXVVE,1
11448,BPTTTTTVPXVPXTVPXTTTVVE,1
11449,BADDDFHJILHJJILHJJJJJIKE,0
11450,BPSSSSSSXXTTVPSE,0
11451,BPXXVPXVPXTVPSE,0
11452,BTTTTTVXSSXPXSSSXVE,0
11453,BMOQUVZUWWWWWVZUWVZUVZRE,0
11454,BNVZUWWVZUWWVZUWVYE,0
11455,BPSXXTTTVPXVVE,0
11456,BPTVPXTTVPXVPXTTTVPXVPSE,1
11457,BPTTTVPXTTTTVPXTVPXTVPXTVVE,1
11458,BOCAFUCCCCAFUCCAFUADE,0
11459,BMOOQUAFUAFUCCADE,0
11460,BOCCCAFUCCCAFUADE,0
11461,BAFHJILHJJILHJIKE,0
11462,BTXXVPXTTTTTVPXVVE,1
11463,BNWWWWWWWVZUWWWVYE,0
11464,BTXXVPXVPXVPSE,1
11465,BTSSSSSSSSSSSSSXXTTVVE,1
11466,BNWVZUVZUVYE,0
11467,BTXXTTTTTTTTTTTVPXTTVVE,1
11468,BPTTTTVPXTVPXTTTVPXTTVVE,1
11469,BPSSXPXSSXPSE,0
11470,BQMNUCCCCAFUADE,0
11471,BNWWVZUVZUVZUWVYE,0
11472,BNWWWWVZUVZUWVZUWWVZUWVYE,0
11473,BTSXXTVPXTTTVPXTVPXTVVE,1
11474,BTSSXXVPXVPXTTTTTTVPSE,1
11475,BPSSSSXXTTTTTTVPXVPXVVE,0
11476,BTSSXXTTTTVPXTTVPXTVPXVVE,1
11477,BTSSXXTTVPXTTVPXVPXVPSE,1
11478,BPTTTTVPXTTVPXTVPXVVE,1
11479,BNCAFUCCADE,0
11480,BNCCCAFUAFUAFRE,0
11481,BTXXVPXVPXTVPXTTVPXTVPXTVVE,1
11482,BMOQUVZUWWWWWWVZUWVYE,0
11483,BNWWWWWWVZUWVZUVYE,0
11484,BTSXXTVPXTVPXTTTTTTTVPXVVE,1
11485,BTXXTTTVPXVPXVPXTTTVPSE,1
11486,BTSSSSXXTTVPXTTTTTTTVVE,1
11487,BQNUCCCCCAFUCCCCCADE,0
11488,BTXXTTVPXVPXTVPXTVPXVVE,1
11489,BPTVPXVPXTVPXVPXTTTTVPSE,1
11490,BTSSSSSSXXTVPXTVPXTTTTVPXTVVE,1
11491,BNWWVZUWVZUWWWWVYE,0
11492,BPTTTTTTVPXTTVPXVPSE,1
11493,BTSSSSXXVPXVPXTVPXVPXVPSE,1
11494,BPTTTTTTTVPXVPXTTTTVPXTTVVE,1
11495,BMOQUVZUWVZUWWWVZRE,0
11496,BTSSSSXXTTTTTVPXVPXVVE,1
11497,BNCCCAFUAFUCCCCAFRE,0
11498,BTSSSXXTTVPXVPXTVVE,1
11499,BPTVPXTTTTTVPXVPXTTTVVE,1
11500,BMOQUWWWWVZUVZRE,0
11501,BTSSXXTTTTTTTTTTTTVPSE,1
11502,BPTTVXPTVXPVXPVXPTVSE,0
11503,BOCCCCCCCAFUCADE,0
11504,BTTVXSXPXSXPXXVE,0
11505,BPTTTTTTTTTTVPXTVVE,1
11506,BTSSXXTTVPXVPXTTTTVPXTTVVE,1
11507,BTSSSXPTVXPVXPVSE,0
11508,BTSSSSSSXXVPXTVPXTTVPXTTVPXVPSE,1
11509,BPSXXVPXTTVPXTTTVVE,0
11510,BTSXXTVPXTVPXTVPXVPXTVVE,1
11511,BNCCCAFUAFUCAFRE,0
11512,BMQUCCCAFUCADE,0
11513,BPTVPXVPXTTTTTVPXTVPSE,1
11514,BADFHILHJJILHILHILGE,0
11515,BQNUAFUCAFUADE,0
11516,BTSXXTTTTTVPXVPXTVPXTTTVVE,1
11517,BPTVPXVPXTVPXTVPXTTVPXTTVVE,1
11518,BTXXTVPXTTTTTTVPXTTVVE,1
11519,BTSXPTVXPTTTTVXVE,0
11520,BPTTTVPXTTTTTTTTVPSE,1
11521,BMOOOOQUCAFUCCADE,0
11522,BTTVXSXPXSSSXVE,0
11523,BTSXXVPXTTTVPXVPXTVVE,1
11524,BPTTTVPXTTVPXTTVPXVVE,1
11525,BPTTVXPVXPTTVXPVXPVXVE,0
11526,BMQUWVZUVZUWWVZUWWVYE,0
11527,BTXXTTVPXTTVPXTTVPXTTVVE,1
11528,BPTVPXTTTVPXVPXTVPXVPXTTTTVVE,1
11529,BPTTTTVPXVPXVPXVPXTTVVE,1
11530,BTXXTTTTTTVPXVPXTTTVPSE,1
11531,BTVPXTTTTTTTTTVPXVVE,0
11532,BPTPXTPXVTPXVTVE,0
11533,BTSSSSSSSSSSSXXTTVPSE,1
11534,BTSSSXXTTTTTTTVPXTTVPXTVVE,1
11535,BQNUCAFUCCCADE,0
11536,BNVZUWWWWWVZUVZUVYE,0
11537,BPVPXVPXTVPXTTTTVPXVPXVPSE,1
11538,BPTTTTTVPXVPSE,1
11539,BTXXTVPXVPXTTTVPXTVPXTTTTVVE,1
11540,BADFHJILHJILHJILGE,0
11541,BTSSSSSSSXXTTTTTTVVE,1
11542,BTSSSXXTTTTTTTVPXVPXVPXTVPSE,1
11543,BCJILHJILHJILHJJIKE,0
11544,BPVPXTTTTVPXVPXTTVPXVPSE,1
11545,BQMNUAFUCCAFUCAFRE,0
11546,BPTTTVPXTTTVPXTTTTVPSE,1
11547,BPTTTTVPXTTTTVPXTTVPXTTTTVPXTVPXVVE,1
11548,BPSSXXVPXTTVPXTVVE,0
11549,BPTVPXTTVPXVPXTTTTVPXVPXVVE,1
11550,BPVPXTVPXVPXVPXVVE,1
11551,BPTTTTTVPXTTTTTVPXTVVE,1
11552,BOCCCAFUCCCCCCAFUADE,0
11553,BOCAFUCCCAFUCCADE,0
11554,BTXXVPXVPXTTVPXVPXTVPSE,1
11555,BTXXTTTTTTTTVPXTTTVPXVPXTTVPXVPSE,1
11556,BCJILHJILHJJJIKE,0
11557,BTSXXTVPXVPXTTVPXTTTTTTVVE,1
11558,BTSSSXXTVPXTTVPXTTTVPXTTVPSE,1
11559,BADFHILHJILHJJJJJJJILGE,0
11560,BPSSSXPXXPXXPXXPSE,0
11561,BCILHJILHJILHJJJJJILGE,0
11562,BPTTTVXPTTVXPTTTVSE,0
11563,BPVPXVPXTTTTTVPSE,1
11564,BPSSSSXPXXPXSSSSSSXVE,0
11565,BTXXTTVPXVPXTTTTTVPXTVPXVVE,1
11566,BMQUCCCCAFUAFUCCCCCADE,0
11567,BMQUWWVZUWWWWWVYE,0
11568,BMQUWWVZUVZUWWWWWWVZUWWVYE,0
11569,BPTTVPXVPXVPXTTVPXTTTVPSE,1
11570,BMQUCCCCAFUCCCCCADE,0
11571,BTTTVXSSXPXSXPXSSXPXXPXSSSSXPXSSSXPXSXPXXVE,0
11572,BADFHJJILHJILHILHJJJJJIKE,0
11573,BAFHILHILHJJJJJJIKE,0
