string,valid
BPSXXTTTTTVPXTVPXTTTVPXTTTVPXVPXVPSE,0
BPXXTTVPXTTTTTVPXTVPXTTTTTVVE,0
BPSSSSXXTTVPXTVVE,0
BTTTVPXVPXTTTTTVPSE,0
BPXXTVPXVPXTTVPSE,0
BTTTTTTTTTVPXTTTTTVVE,0
BPXXVPXVPXVPXVPXTVPSE,0
BPSXXVPXTTTVPXTVVE,0
BPSSSSSXXTTTTTVPSE,0
BTTTVPXTTTTTVPXVPXTVVE,0
BPSSSSSXXTVPXTVVE,0
BTVPXTTTVPXTTVPXTVPXVVE,0
BPSSXXTTVPXTTVPXVPSE,0
BPSSSSXXTTVPXVPXVVE,0
BTTTTTTTTTVPXVPSE,0
BTTTTVPXTTTTTVPSE,0
BPVXPVXPTTVXPTVXVE,0
BTXPTTVXPTTTTVXPTTVXPTVXVE,0
BTXPTTTTTVSE,0
BTSSSSSSSXPTVXVE,0
BPTTVXPTTTTVSE,0
BTXPTVXPTVSE,0
BTSSXPTTTTVXPVSE,0
BTSSXPTTTTVXVE,0
BPTTVXPVXVE,0
BPVXPTVXPVXPTTTTTVSE,0
BPVXPVXPVXPVSE,0
BTXPTTVXPVSE,0
BTSSXPTVXPTVXPTTVSE,0
BPTTVXPTVXPTVXPTTTTTTTVSE,0
BPTVXPTTTVSE,0
BPTTTVXPVSE,0
BTSXPTTVXPVXPVSE,0
BPTTTTTVXPTTTTVSE,0
BTSSSXPVXVE,0
BTXPTVXPVSE,0
BPTTTVXPTVSE,0
BTXPTVXPTTTTVSE,0
BTXPTTTVXVE,0
BPVXPTTVXVE,0
BTSSSXPVXPTVXVE,0
BPTVXPVXPVXPVXVE,0
BPTTTTTVXVE,0
BTSXPTVXPVSE,0
BPVXPTTTVXPVXVE,0
BPVXPTVXPTTTTTVXVE,0
BPTTTVXPVXVE,0
BTSSSSSSXPTTVXVE,0
BTSXPTTTTVSE,0
BPTTTTTTTVSE,0
BTSSSSSSXVE,0
BTXPVXPTVXPVXVE,0
BPTVXPTTVXPTTVSE,0
BTSXPTTVXVE,0
BPTTTTTTTVXPVSE,0
BTXPTTTTTVXVE,0
BTSSXPTTTVSE,0
BPTVXPTVXPVXPVXVE,0
BTSSSSXPVSE,0
BPTTVXPTTVSE,0
BPTVXPTTTTTTVXPVSE,0
BTXPVXPVXVE,0
BTSXPTVXPTTTTTTTTVXVE,0
BPTTTTTTVSE,0
BTSXPTTVXPTTTTTTVXVE,0
BPVXPTTVXPTVXVE,0
BTSXPVXPTTVXPTTTVXVE,0
BTXPTTTTTTTVXPTVXVE,0
BTSSSSXPTVSE,0
BPTTVXPTVXVE,0
BTSSSXPTVSE,0
BPVXPVXPTVSE,0
BTXPTTVXPVXVE,0
BTXPTTTTVSE,0
BTXPTVXPVXVE,0
BPTVXPTVXPVXVE,0
BTSXPTTTVXVE,0
BTXPTTTVXPTTVXPVXPVSE,0
BTSSXPTVXPVXPVSE,0
BTSXPVXPVSE,0
BTSSSSSSSXPVSE,0
BPTVXPVXPVSE,0
BPTVXPVXPTVSE,0
BPTTVXPTTVXPVXPTVXPTVSE,0
BTSSXPVXPTVSE,0
BPVXPTVXPTVXVE,0
BPTTVXPTTTTTTTVXVE,0
BPTTTTTVXPTVSE,0
BPVXPTVXPVXVE,0
BTSSXPTVXPVXVE,0
BTSSSSSXPVXVE,0
BPTTTTVXPVXPTTVSE,0
BTSSSXPTTVSE,0
BPVXPVXPTTTTVSE,0
BTSXPVXPVXVE,0
BPTVXPVXPTVXPVXVE,0
BTXPTTVXPTTTTVXVE,0
BTSSXPVXPVXVE,0
BPTTTTTVXPVSE,0
BTSXPTVXPTVSE,0
BPTTTTTTVXPTVXPTTTVXPTVXPTTVSE,0
BPTTTTVXPVXVE,0
BPVXPVXPTTTVSE,0
BPTTVXPVXPVXVE,0
BPTTVXPTTTVSE,0
BTXPTVXPTTVSE,0
BTSSSXPVXPTTVXVE,0
BTSXPVXPTTTTTTTVSE,0
BTSSSXPTVXPTVXPVXVE,0
BPTVXPVXPVXVE,0
BPTTTTTTTTVSE,0
BPVXPTVXPTTVSE,0
BTSSXPTTVXVE,0
BPTTTTTVXPTTTTTTVSE,0
BTXPTTTVXPTVXVE,0
BTXPVXPTVSE,0
BTXPTTTTTTVXVE,0
BTSSSXPTTTVXVE,0
BTXPTVXPTTTVXPTVXPTTVSE,0
BPVXPTTTVXVE,0
BTSSXPTTTTVSE,0
BTXPVXPTVXPTTVXPVSE,0
BTXPVXPTVXVE,0
BPVXPTVXPVSE,0
BTSSSSSSSSSSSSXPTTVSE,0
BTSXPVXPVXPVXPVXPTTVSE,0
BTSXPTTTTTVSE,0
BTXPTVXPTTVXPTVSE,0
BPTVXPTVXVE,0
BTSSXPTTVSE,0
BTSSSSSXPTTTVSE,0
BTSXPTTTVSE,0
BTXPTVXPTVXPTVSE,0
BPTTTTTTVXVE,0
BTSSSXPTTVXPTVXPVXVE,0
BPVXPVXPVXVE,0
BTXPVXPTTTTTTVSE,0
BTSXPVXPTVXPTVXVE,0
BTSXPTVXPTTVXPTTTTVXVE,0
BPVXPVXPTTVXPTTVXPTTVSE,0
BTXPTTVXPTTVSE,0
BPVXPTVXPTVSE,0
BTSXPTTVXPTTTVSE,0
BTSSXPTVXPVXPTTTTTVXPVSE,0
BPTVXPTTTTVXPTVSE,0
BPTVXPTVXPVSE,0
BTSSXPTVXPTVSE,0
BTSSXPTVXPTTTTVXVE,0
BTXPTTTVXPTTTTVSE,0
BPVXPVXPVXPTTVSE,0
BTXPTTTTTTTVSE,0
BTSSSSSXPTVXPVSE,0
BTXPTVXPTVXPTVXVE,0
BTXPTTTVXPVSE,0
BTSSXPTVXPVSE,0
BTXPTTTVXPTVSE,0
BPTVXPTTTTVSE,0
BTSXPTTTVXPTVXPTVXPTTTTTTVXPVSE,0
BTSSSSXPVXPVSE,0
BTSXPTTTTVXPTVXVE,0
BTXPTTTVXPTTVXPVXVE,0
BTSXPVXPVXPVSE,0
BPTVXPTTVSE,0
BTSXPVXPTVXVE,0
BTXPTTTTVXVE,0
BTXPTTTTTTTTVXVE,0
BPVXPVXPVSE,0
BPVXPTTTVSE,0
BPTTTTVXPTTVXVE,0
BPTTTVXPTTVXVE,0
BTSSSSXPTVXPVSE,0
BTSSSSSSSSSSXVE,0
BTSSXPTTVXPTVSE,0
BPTVXPVXPTVXVE,0
BTSSSSSXPTVXPVXVE,0
BTXPTTTTTTVXPTTTVXPVSE,0
BPTTTTTTTTTTVSE,0
BTSSXPTTVXPTTTTTVXVE,0
BPTTTVXPVXPTVSE,0
BPTVXPTTVXVE,0
BTSSXPTTVXPTVXVE,0
BPTTTTTTTTTVSE,0
BTSSSSSSSSSXPTTVSE,0
BTSSSXPTTVXVE,0
BTSSXPTTTVXPVXVE,0
BTSSSSXPTTTVSE,0
BTXPTTTVXPTTTVXVE,0
BPTVXPTTTTTVXPTTTTVSE,0
BTSSSXPVXPVXVE,0
BPTTTVXPVXPVSE,0
BTSSSXPTTTTVSE,0
BPVXPTVXPTTVXPVXVE,0
BTXPVXPTTVSE,0
BTSXPTTTTTTVSE,0
BPVXPTTTTTVXVE,0
BTSSSSSSSXVE,0
BTXPVXPTVXPTVSE,0
BTSSSXPTVXPTTVXPTVSE,0
BPVXPVXPTTTVXVE,0
BTSSSSSXPTVXVE,0
BPTTTTVXPTVXPTVXPTTVSE,0
BPVXPVXPTTTTTTTVXPTTTTTTVXPVXPTTVSE,0
BTXPVXPTTVXVE,0
BPVXPTTTTTTVSE,0
BPTTTTVXPTVSE,0
BTXPTVXPTVXPTTTVSE,0
BTSXPVXPTTVSE,0
BPVXPTTTTTTTTTVSE,0
BTSXPTTTTTTTTVSE,0
BTXPTVXPTTTVSE,0
BTSSSXPVXPTVXPTTTTTTVXVE,0
BTXPTTTTTVXPVSE,0
BPTTTTVXPVXPVXPVXPTVSE,0
BTXPTTTTVXPTVSE,0
BTSSSSSSSSXVE,0
BTXPVXPTTTVSE,0
BPTVXPVXPTTVXVE,0
BTSXPVXPVXPTTTVXPTVSE,0
BTSXPTTTTTTTTTVSE,0
BPTTVXPTTTVXPVXPVSE,0
BTSSXPVXPTTTTVSE,0
BPTTTTVXPVSE,0
BTSSSXPTVXPVXVE,0
BTSSSSSXPVXPTVSE,0
BTSSSSXPVXVE,0
BTXPTTTTTTVSE,0
BPTTTTVXPTTVSE,0
BTSXPTVXPTTTTTVSE,0
BPTTTTTVXPTVXVE,0
BPVXPTVXPTTTTTTVXVE,0
BTSSSSSXPTVSE,0
BTXPVXPTTVXPTVSE,0
BTSSXPTVXVE,0
BTXPTTTVXPVXVE,0
BTSSSXPTVXPVSE,0
BPVXPVXPTTVXVE,0
BTSXPTTVXPVXVE,0
BTSSXPVXPVSE,0
BPTTTVXPVXPTTTVXVE,0
BPTTTTTVXPTVXPTTVXPVXVE,0
BTSSSSXPTTTVXVE,0
BPTVXPTTTVXVE,0
BPTVXPTVXPVXPTTVSE,0
BPTTVXPTVSE,0
BPTTTTTTTVXVE,0
BPTTTTTTTTVXPVSE,0
BTSXPVXPTVXPVXPTTVSE,0
BPVXPTTTTTVXPVXVE,0
BPTVXPTTVXPTTTTVSE,0
BTSSSXPTTTTTTVSE,0
BTSXPTVXPVXPTTVSE,0
BTSSSXPVXPTVXPVXPVSE,0
BTSSXPTVXPTTVXVE,0
BTSSSSSSXPVSE,0
BTXPTVXPTTTVXPVSE,0
BPTVXPVXPTVXPTTVXPTTVXPVXVE,0
BTSXPTTTTVXPVXPVXVE,0
BPTTTTTTTTTTTTVXPTVXPTTVXVE,0
BTSSSSXPTVXPTVSE,0
BTXPTTTVXPTTTVSE,0
BTSXPVXPTTVXPVSE,0
BTSSSSSXPTTTTTTTTVSE,0
BTSSXPVXPTVXPTTVSE,0
BTXPTTTTVXPVXPTTVXVE,0
BTXPTTTTVXPVSE,0
BTSSSSXPTTTTTTVXPVSE,0
BPTTTVXPTTTVXVE,0
BTXPVXPVXPVSE,0
BTXPTVXPTTVXVE,0
BTXPTTTTVXPVXVE,0
BTXPVXPTTTTTVSE,0
BPTTTVXPTTVSE,0
BPTTTTTTVXPTVXPTVSE,0
BPTTTTTTTTVXVE,0
BTXPTVXPVXPVSE,0
BTSXPTVXPTTTVXPVSE,0
BTSSXPTTTTTTVSE,0
BTXPVXPTTTTVSE,0
BPVXPVXPTTVSE,0
BTXPVXPTVXPVXPTTTVXPTVXPVSE,0
BTSXPTVXPVXVE,0
BPTVXPVXPTTVXPVXVE,0
BTSXPVXPTTVXVE,0
BPTVXPTTVXPVSE,0
BTSSXPTTTVXVE,0
BTXPTVXPTTTVXPTVSE,0
BPTTTTTTTVXPTTVSE,0
BTXPTTTVXPTTVXVE,0
BTSSSSSXPTTVXVE,0
BPVXPVXPTTTTTTTTVXVE,0
BTXPTVXPTTTTTTVSE,0
BTXPTTTVXPTTVXPVSE,0
BTSSXPTVXPTVXPTTVXPVXPVXPVXVE,0
BPTVXPTTTVXPTTVSE,0
BTXPVXPVXPVXPTTVSE,0
BPVXPTTTTVSE,0
BTXPVXPVXPVXVE,0
BTXPVXPVXPTVXPTVXPVSE,0
BTXPTVXPTTTVXVE,0
BTSSSXPVXPTVSE,0
BTSSSSSSSXPTTVSE,0
BTXPVXPTTVXPVSE,0
BPTTVXPVXPVXPVXPTVXPVSE,0
BPTVXPVXPVXPVSE,0
BTSXPTTTVXPTVXVE,0
BTXPTTVXPVXPVXVE,0
BPTTTVXPVXPVXVE,0
BPTTVXPTVXPTVXPTVXVE,0
BPTTTTTVXPVXVE,0
BPVXPTTTTTVSE,0
BTXPTTTVXPVXPTTVSE,0
BTXPTTTTTTTTTTTTVXVE,0
BTSXPTVXPTTVXVE,0
BTSXPTTTVXPTVSE,0
BTXPVXPTVXPTTTVSE,0
BTSXPTTVXPTTVSE,0
BTSXPTVXPTVXVE,0
BTSXPTTTTVXPVXVE,0
BPTVXPTTTTTVXVE,0
BPTVXPTVXPTVXPVSE,0
BTSXPVXPTVSE,0
BTSSSSSSSSSXPVSE,0
BTSSSXPTVXVE,0
BTSSXPTTTTTVSE,0
BPTVXPTTTTVXPVSE,0
BTSXPTTTTVXVE,0
BTXPTTTTTTTVXPVXPTVXPTVSE,0
BPVXPTTVXPTVSE,0
BPTTTTTTTTTTTVXPVXVE,0
BPTTVXPVXPTVXVE,0
BTSXPTTTTTTTTTVXVE,0
BPVXPTTVXPVXVE,0
BTSSXPVXPTTTTTVSE,0
BPTTTVXPTVXPTVXPVSE,0
BPTTVXPVXPTVXPVXVE,0
BTXPTTVXPTTTVXVE,0
BPTVXPTVXPTTTVXPVSE,0
BTSSSXPTTTTVXPTVXVE,0
BPTTTTTTTVXPTTTTTTVSE,0
BPTTVXPTTVXVE,0
BTSSSSXPTTTVXPTVXVE,0
BTXPTTTTTTTTVSE,0
BTXPVXPTVXPVSE,0
BPVXPTTTVXPVSE,0
BTXPTTVXPTVSE,0
BTXPTTTVXPVXPTTTVXVE,0
BPVXPTVXPTTVXPVSE,0
BPTVXPTTTTTVSE,0
BPTTTVXPTVXVE,0
BPTTTVXPVXPTTVXVE,0
BTSXPTTVXPTVSE,0
BTSSSSSXPVSE,0
BPTTTVXPTTTVXPVSE,0
BPTTVXPVXPTTVXPTTTVXPTTVSE,0
BPVXPTTVXPVSE,0
BPVXPTVXPTTTVSE,0
BPTVXPTVXPTTVSE,0
BTSXPTVXPTTVXPTVSE,0
BPVXPTTVXPVXPTVSE,0
BTSSXPVXPVXPTTVSE,0
BTSSSXPVXPVSE,0
BPTTTTTVXPTVXPVSE,0
BPTTTTTVXPTTVXPVSE,0
BPTTVXPVXPVSE,0
BTSXPTTVXPTTVXPTTTTTTVSE,0
BPVXPVXPTTTTVXVE,0
BPTTVXPVXPTTTTTTTVXVE,0
BTSSSXPTTVXPTTVXVE,0
BPTVXPTTVXPTVXPVXPTVSE,0
BTSXPTTVXPTTTVXVE,0
BTSXPTVXPTVXPVXVE,0
BTSSXPTTTTVXPVXPVSE,0
BTXPVXPTTTVXPVXPVXVE,0
BPVXPVXPTVXPVXVE,0
BPTTTTVXPVXPVSE,0
BTSSSSSSSXPTTVXVE,0
BTSXPTTTVXPVSE,0
BTXPTVXPTTTTTVXPVSE,0
BTSXPVXPVXPTTTTTVXPTVSE,0
BTSXPVXPTTVXPTTVXPTTVSE,0
BPTTVXPTVXPTTVXVE,0
BPTTTVXPVXPTTTTTTTVSE,0
BTXPVXPVXPTTVXPTTTVSE,0
BPTTVXPTTVXPTTTTTTVXVE,0
BTSXPVXPTTTVXPVXPVSE,0
BTSSSSXPVXPVXVE,0
BTSSSSXPTTVXVE,0
BTSSSSSXPVXPVXPVXVE,0
BPTTTVXPTVXPVXPTVSE,0
BPTVXPTTVXPTVXPTTVXPVSE,0
BTSXPTVXPVXPTVSE,0
BPVXPVXPTTVXPVSE,0
BTXPTVXPTVXPTTTVXVE,0
BTSXPTTTTTVXPVXVE,0
BTSXPTTTTTVXVE,0
BPTVXPTTTVXPVSE,0
BTSXPTVXPTTTVSE,0
BTSXPVXPTVXPTTVXPTVSE,0
BPTTTVXPTVXPVSE,0
BTSSSXPVXPTTTVSE,0
BTXPTTVXPTTVXVE,0
BPVXPVXPTVXPVSE,0
BTSSXPVXPVXPTVSE,0
BPTTTTVXPTTTTVSE,0
BTSSSXPTTTVSE,0
BTSSSSXPTVXVE,0
BPVXPTVXPVXPTTVSE,0
BPTTVXPVXPVXPVXPVXPTVSE,0
BPTTVXPVXPTVSE,0
BPTTVXPVXPTTTVSE,0
BPTTVXPTTVXPVXVE,0
BPTVXPTVXPTVSE,0
BTSXPTTVXPTVXPTVXVE,0
BPTTTTVXPTVXVE,0
BPVXPTTTTVXPTTTVXVE,0
BTXPTTTTTTTTTTVXVE,0
BTXPTTTVXPTTVSE,0
BTSXPTTTTTTTVXPTVSE,0
BTSSXPTTTTTTTVSE,0
BTXPVXPTTTVXVE,0
BPVXPVXPVXPTVSE,0
BPTTTTTTVXPTTVSE,0
BPVXPVXPTVXPTTVXPVSE,0
BTSXPTVXPTTTVXVE,0
BPTTTTTVXPTTTTVXVE,0
BTSSSXPTTVXPTVSE,0
BTXPTTVXPTVXPTTTVSE,0
BPTTTVXPTTTTVXPVSE,0
BPTTTTVXPTTVXPVXPVSE,0
BTSSSSSXPVXPVSE,0
BTSXPTTVXPTTTTVSE,0
BTXPTTTTTTVXPTTTVXVE,0
BPTTTTTVXPTTVSE,0
BTSSSSXPTTVXPTTVSE,0
BPTTTTTTTTTTVXVE,0
BTSXPTTVXPVSE,0
BTSSSSXPVXPTVXPTVSE,0
BTSSSSXPTTVXPVXVE,0
BTXPVXPTTVXPTTTVXPVSE,0
BTSXPVXPTTTVXPVXPTTVXVE,0
BPTTTTTVXPTTTVSE,0
BTSSSSSSSSSXPVXPTVXVE,0
BPVXPTTVXPTTTVSE,0
BTSSXPVXPTVXVE,0
BTXPTVXPTVXPTTVSE,0
BPVXPTVXPVXPTTTTVXVE,0
BPVXPVXPTVXPVXPVSE,0
BPTTVXPVXPTTTTVSE,0
BTSSSXPVXPTTVXPTTTTVSE,0
BTSSSXPTTTTVXPTVSE,0
BTSSSSXPTTVXPVSE,0
BTSSSXPTVXPTTTTTTVSE,0
BPVXPVXPTTTVXPVXPVXPTVXPVXVE,0
BPTTVXPTVXPTVSE,0
BTSSSSSXPTVXPTTTVXVE,0
BTSSXPVXPTTTVXPTVXPTVSE,0
BTXPTTTVXPTTTTTTTTVSE,0
BTXPTTVXPTVXPVSE,0
BTSSSSXPTTVSE,0
BTSXPVXPTVXPVXVE,0
BTXPTVXPTVXPVXPTTTVXPTVXPVSE,0
BTSXPTVXPTTVSE,0
BTSSSSSSXPTTTTVSE,0
BPTVXPTTTTVXPTTVSE,0
BTXPTVXPVXPTTVSE,0
BPTTVXPTTTVXPVSE,0
BTXPTTTTVXPTTVSE,0
BTXPTTTTTTTTTTTVSE,0
BTXPVXPTVXPVXPTVXVE,0
BTSXPTTVXPTVXPTTVXPTVXPTVSE,0
BPVXPVXPTVXVE,0
BTSSXPTTVXPVSE,0
BTSXPTTTTVXPTTVXPTVSE,0
BTSXPVXPVXPTVXPTTVSE,0
BPVXPTTTTTTVXPTVXPVSE,0
BTXPTTVXPTVXPVXPTTTTTTTVXPVSE,0
BPTTVXPTTTTTVSE,0
BPTTVXPTTTTVXVE,0
BTSSXPVXPVXPVSE,0
BTXPVXPVXPTVXPVSE,0
BTSSSXPTVXPVXPVSE,0
BPVXPVXPVXPVXVE,0
BTSXPVXPVXPTTVXVE,0
BTSXPTTTTTTTVXVE,0
BPVXPTTTTTTTVSE,0
BTXPVXPTVXPTTTTTTVXVE,0
BPVXPTTTTTTTVXPTVXPVXPVXVE,0
BTSXPVXPVXPTTVXPVSE,0
BTSSSSSSSSSSSSXVE,0
BTSSSSSSSSXPTVSE,0
BPTVXPTVXPVXPVXPTTTTTVXPTVSE,0
BPVXPTTTTTVXPTTTVXVE,0
BPVXPTVXPTTVXVE,0
BTSXPTVXPTVXPVSE,0
BTXPTTTVXPVXPTVXPVXVE,0
BTXPVXPTTTVXPTTTTTVXPTVSE,0
BTXPVXPTTTVXPTTVXVE,0
BTXPVXPVXPTVSE,0
BTXPTVXPTVXVE,0
BPTVXPTTTTTVXPTVXVE,0
BTSXPTTVXPTVXVE,0
BPVXPTTTVXPTVSE,0
BTSXPVXPTTVXPTTTTVXPVXVE,0
BTSXPVXPTTTVXVE,0
BTSXPVXPVXPTVSE,0
BTXPVXPTTVXPVXVE,0
BPTVXPTTTTVXVE,0
BTSSXPVXPTVXPVXVE,0
BTSSXPTTTTVXPTTTVSE,0
BPTVXPTTTTTTTTVSE,0
BTSXPTTTTTVXPTVSE,0
BTSSSSXPTTVXPTTTTTTTVXPTVXVE,0
BPTTVXPTVXPTTVXPVXPTVSE,0
BTSXPVXPTTTVXPTVSE,0
BPTVXPTTTVXPTTVXPVXVE,0
BPVXPTTTTTVXPVSE,0
BTSSSSXPVXPTTVXVE,0
BPTTTTTVXPTTTVXVE,0
BPTTVXPVXPTTVSE,0
BTXPTTVXPTTTVSE,0
BTSSSSSXPVXPTTVSE,0
BPTVXPTVXPVXPVSE,0
BPVXPVXPVXPTTTVSE,0
BPVXPTTTVXPTVXVE,0
BTSSSSSSSXPVXVE,0
BPVXPVXPVXPTVXVE,0
BTXPTTTTTTTTTVXVE,0
BPVXPTTTTTTVXPTTVSE,0
BPTTVXPTTTVXVE,0
BTXPVXPTVXPTVXPVXPVSE,0
BPVXPTVXPTVXPTVXVE,0
BPTTTTTTTTTVXPVSE,0
BPTTTTTTTTVXPTTVXPVXPVSE,0
BTSSXPTTTTTTVXPVSE,0
BPTTTVXPTTTVSE,0
BTSXPTVXPTVXPTTTTVXPTTTTTVXPTVXPVXPTTVSE,0
BPTVXPTTVXPTVXVE,0
BPVXPTVXPTVXPTTVSE,0
BPTVXPVXPVXPTVSE,0
BTXPTVXPVXPVXPTVSE,0
BTSSSSSSXPTVXPVXVE,0
BPTTTTTTVXPVXVE,0
BPTTTTVXPVXPVXVE,0
BPTTVXPTTTTTTVSE,0
BTSSSSSSXPTVSE,0
BTXPTVXPVXPTVSE,0
BTSSSXPTTTVXPTVSE,0
BPTTTVXPTVXPTVSE,0
BTSSSSXPVXPTTTVXPTVSE,0
BTSSSXPVXPTVXPVXPTTTTVXPTTTVXVE,0
BTSSXPTVXPTVXPTVXPTVSE,0
BTXPVXPTTTVXPVXPVXPTVXVE,0
BTSSSSSSSSSXVE,0
BPTTVXPTVXPVSE,0
BPVXPTTTTVXPVSE,0
BPVXPVXPVXPTVXPVXVE,0
BTSXPTTVXPVXPTTTVSE,0
BPTTTVXPVXPVXPVSE,0
BPTTTVXPTTTTTTVXPVSE,0
BPVXPTVXPVXPTVXVE,0
BTSXPTTTVXPTVXPVXPTVXPTTVXPTTTTVSE,0
BTSSSSXPVXPTVSE,0
BPTTVXPTVXPVXVE,0
BTSXPVXPVXPTTVSE,0
BTXPVXPVXPTTTTVSE,0
BTSXPVXPTTTTVSE,0
BTSSXPVXPVXPVXVE,0
BTSXPVXPTTVXPTTTVSE,0
BPTTTVXPTTTTTVXVE,0
BTXPVXPTTTTTTTTVSE,0
BPVXPTVXPTVXPVSE,0
BPTTTTVXPTTVXPTTVXPTVXVE,0
BPTVXPVXPTTVXPVXPTVSE,0
BTSSSXPVXPTVXPTTTTVSE,0
BTSXPTVXPTTVXPVSE,0
BTXPVXPVXPTVXPTTVSE,0
BTSSXPTVXPTVXVE,0
BTSSXPTTTVXPTTTTVSE,0
BPTTTTTTVXPTVSE,0
BPTVXPVXPTTTTVSE,0
BPVXPVXPTTVXPTTVSE,0
BTXPVXPVXPTTVXVE,0
BTSSSXPTTVXPTVXPTVSE,0
BTXPTTVXPTVXVE,0
BTSSXPTVXPVXPVXVE,0
BPTTTTVXPTTTTTVSE,0
BPVXPTTTVXPTVXPVSE,0
BTSSSSSSXPTVXPVSE,0
BTSXPVXPVXPVXVE,0
BPTTVXPTTVXPVSE,0
BPVXPTTTTVXVE,0
BPTVXPTTTTVXPVXPVXVE,0
BTSXPTTVXPVXPTVSE,0
BPTTTTVXPVXPTTTTTVSE,0
BTSXPTTTTVXPVSE,0
BPTVXPVXPTTTVSE,0
BPTTTTVXPTTTTVXPVSE,0
BTSSSXPTTTTTTVXPVXPTVXPTVXPTTVXPTTTTTVXVE,0
BTSSSSSSSXPTVSE,0
BPTTVXPTVXPVXPVSE,0
BPTTTTVXPTVXPVXPVXVE,0
BTXPTTTVXPTVXPVSE,0
BPVXPTTVXPVXPTVXPTTVSE,0
BTXPTTTTTTTTTTVSE,0
BTSXPTTVXPVXPTTTVXPTTTTVXVE,0
BPTTTVXPTTTTTVSE,0
BPTTVXPTVXPTTVSE,0
BTXPVXPTTTTVXVE,0
BPVXPVXPTTTTTTVSE,0
BTXPVXPTVXPTVXPVSE,0
BTSSSSXPVXPTVXPTTTTVXVE,0
BTSXPTTTVXPVXVE,0
BTXPTTTVXPVXPTVSE,0
BTXPTTVXPTTVXPVSE,0
BTSSSXPTTTTTTTVXPVXPTTVXPTTVXVE,0
BPVXPVXPTTTTVXPVXPVXVE,0
BPTTVXPVXPVXPTTTVSE,0
BTSXPTTTVXPVXPTTTVSE,0
BTXPTTTTTVXPTTTTVXVE,0
BTSXPTTTTTTVXPVSE,0
BPVXPVXPTTVXPVXPVSE,0
BTXPVXPTTTTTVXVE,0
BPVXPTTVXPTTVSE,0
BTSSSSXPTTTTTTTVXVE,0
BTSSSSSSXPVXPTVXVE,0
BTSSSXPTTTVXPVXVE,0
BPVXPVXPVXPVXPTVXVE,0
BTSSSSXPTVXPTTTVXPTVSE,0
BTXPTTTVXPTVXPTVXPVXVE,0
BTSXPTTTTTTTVXPTTVSE,0
BPTTTTTVXPVXPVSE,0
BTSSSXPVXPTTTTTVSE,0
BPTTVXPVXPTTVXVE,0
BTSSSSSXPTTTVXPVSE,0
BTSSSSSSSXPTTTTVSE,0
BTSSSXPVXPVXPTVSE,0
BTXPTVXPTVXPVXPTVXVE,0
BPVXPVXPTTTTTTTTVXPTTVSE,0
BTSXPTTVXPTTTTTTTVXPTVXPTTTVXPVXPTVSE,0
BPTTTTTTTVXPVXVE,0
BPTTTVXPTTTTVSE,0
BTSSSSSSXPVXPVSE,0
BPVXPTTVXPVXPVSE,0
BTSSSSSSXPVXPTVSE,0
BTSSXPTTVXPVXVE,0
BTXPTTTTTTTTTTTVXPVXVE,0
BTSSXPTTTTTVXVE,0
BPTTTVXPTVXPVXPTVXPVXVE,0
BTXPVXPTTTVXPTTTVXPTTTVXVE,0
BPTVXPTTTTTVXPTVSE,0
BPTTTTVXPTTTVSE,0
BPTVXPTTTTTTTTVXVE,0
BTSSSSSSXPTTTTVXVE,0
BPTVXPVXPTTTTTTTVSE,0
BPVXPVXPVXPTVXPTTTVSE,0
BTSXPTTTTTTTVXPVSE,0
BTXPTTTTTVXPVXPVXVE,0
BPTTVXPTVXPTTTTTVXVE,0
BPTVXPTTTVXPVXPVXVE,0
BPTTTVXPTTVXPTTVXVE,0
BTSSSSXPVXPTVXPVSE,0
BPTTVXPTVXPVXPVXPTVSE,0
BTSSSXPTVXPVXPTVXVE,0
BTXPVXPTVXPVXPTTVXPVSE,0
BTSXPVXPTTVXPTVSE,0
BTSSXPTTTTTTVXVE,0
BPTTTTVXPVXPTTTTTTVSE,0
BPTTVXPVXPTTTTTVXPVXPTVXVE,0
BPTTVXPVXPVXPTTTTVXPVSE,0
BTXPVXPVXPTTTTTTVSE,0
BTSXPTVXPVXPTVXVE,0
BPTTVXPTVXPTVXPVSE,0
BTXPVXPVXPTTTTTTTVXVE,0
BTSSSXPVXPTTVSE,0
BTSXPTVXPVXPVXVE,0
BTSXPTTTTVXPTTVSE,0
BTSSSSXPTTTTVXVE,0
BPTTVXPVXPVXPVXVE,0
BPVXPVXPTTTTTTVXPTVSE,0
BPVXPVXPVXPTTVXVE,0
BTSXPTTTVXPTTVXVE,0
BPTVXPTTTTTTVSE,0
BTSXPVXPTTTVSE,0
BPVXPTTVXPVXPTVXPVXPVXPVXPTTVXPVSE,0
BTXPVXPTTTVXPTVSE,0
BPVXPTVXPVXPVXPVXPTVXVE,0
BTXPTVXPVXPVXPVSE,0
BTSSSSSSSSSSSSSXVE,0
BPTTTTVXPVXPTTVXVE,0
BTSSSSSSXPTTTVXVE,0
BTSXPTTTTVXPVXPVXPVSE,0
BPTTTVXPTTTTTTTVSE,0
BTSSSXPVXPTTTVXPTVXPVXVE,0
BTSSSSXPTVXPVXVE,0
BTSXPTVXPTTTTTTVSE,0
BTSSSSSSSXPTTTTTTTTVXPVSE,0
BTSSSXPTTTTVXVE,0
BPTTVXPVXPVXPVXPVSE,0
